2017-06-12 21:22:17.210765 UTC - MainThread - INFO - Logger Initialized
2017-06-12 21:22:27.477798 UTC - data_reporter - INFO - Sending 1a0041d14217466bf7fea43caf3d05498945be41a228d9b1fea340834256f0c67529244dc4d378106f282a81fc49341a6b7552318d35a5b5dc478cb05edbcfc9eab6b0fa1c04a86e80848a840db45ed75583ada96348d83123f04f76ac371643fec14384c2c05167385c77725395a0cf036b772ce884c75dcc7ef3bd5305be4ddc9970a3fcf2744bdd28856340b6dc3aaeaee33a9e133729f3a879b8f2880aad230c057cada660c99b6c591c6d1f4a2ed327f324d13680c9fc2dd4e1ea1e82196634e046c365bfe926d4d42157286d8fa3eeedf0597fc3bc5b9b980e33ed0c7316885160116127d3162e886d1bd42a27186c2a0000
2017-06-12 21:22:28.687553 UTC - data_reporter - INFO - Sending 1c08080854211519db9a5af4dba91ead8b39b6a1d086b8dd09215b54e48892aed7ed8bbdce9b583e85046dd3f1c53d0d1605d805d699c82571fed81cf481f2d09485d4ced84e39884838cc1964983735e0fa492f551e95bfb8c6e7f2bb71fcb7c286ac95975ffb8622b94be63512acd06b86ef4164c394639bea1ed06479c91e2a21fff3d94ce34d35c4ba55379a080c67d0e9c41dc5103453434198a4ebceb599a62b10f6cf85273f02d74ede8b7b4629a863d5100c289558bc4108c124596c8b48d0aa6c21f18e26b7ddef55a87b9d6ea42db5dbfc7f25c79e1bd2aa6ec04a38246b2fccab13c548fad431dd8dfb70e9c8830000
2017-06-12 21:22:30.300121 UTC - data_reporter - INFO - Sending 1d102080187543350dae069437ca3a6b625d0600c1ee77371ae4a633a40bdffcac621012b4010fe9aeab84d3a3ac2b61b19617cfa926fe3dc31f82e351e6c4e00ce2c3d83d461d75ee38f6d8e96f9d4f9574735749c1f3dba8bd3e2243307b7d42f4cd994ce655410e97cf378ed4712269b9262b954beb1043466146acd047b1a821a302a4352f7ec92e1481bc45c6a4c0b9e3d678f978b920772e5164a0216b8c73567b2e7f9d273244993d40a83eabfb82a33072722a096652c1ea3967a2816b6fc5dfb5ca36229ade75492fc32d00c55ac9d65f9b317c717d3835f6019a5b268f4cb44881b03f5435c418ffc9f9088d9d050000
2017-06-12 21:22:32.214066 UTC - data_reporter - INFO - Sending 1e1c0001001386e2fc9b69f3d28813eecfef02e9784a093720779a4d9b6d815d6490e489f0a81826ce136e88d6f7a5b0fd9b6d0f97db2f1d12e2b8dc2a8288487a9e1ffa050cccec26344404c4ad012052071c6b76d1808210cd30678c965332ef6ee49baa7c0013bcf3cdbe002719f6ff630fb91fb8929521e83edc62b9272e643dacd32eab28952b9e01500ca20abd5c221138bb1476462a5a25da328e1df81a258f59d3abfc4f7f714399d8d80ba13913eacc079c7389a507c031e7b9cd01c68785d8db76d43d1bc43544d47de80cac6a259eb64b0e9e9fc10658b4cf831a3fb47d01112e45f4feb836e5ca538ce6257b3c0000
2017-06-12 21:22:33.626043 UTC - data_reporter - INFO - Sending 1b00348288e7ea21a5983a4e3ee2e01beb9f93755c9ac35b3e8aa6c2a1053d81811b959b37f0ccc74b332f3e2280df0d8a08740f4df8f43ae18b5196f8afa4f01a8833fec2524fdc4ec4c432fc63de67ee58a988309bad6f0a1576cd66e0123105ab4c134b46911f5fa3a5d3bc3cd8810a82667ac9e35af169db0bcaba8208bb88a646aaeead14fbffb88729461268727e066d21a0a0e1ece1049d9d318c0da9f2b9b10b15bb5b013066c0cd1f36a713be606c3c8383b222c791f868823907b015e8a1ea3b53cbe9c0455cb99e18ab1eccabb86f40908b3bee07d06ab4a0d65dcd875cc8aade38e0dad3abaf0e513f8b17e5920000
2017-06-12 21:22:35.336315 UTC - data_reporter - INFO - Sending 1c0450010c704507f6c6dd830fa96aa8d17f5c85784cd7c0ede6465d8d0ea35bcba34731b8cb712b75ccdc00cc34c79a2f5b6975e20bcb9c2514377d2644c815da1041c4e8797f98d8af658570baf1623300b12e28cde398c40c178ec8f20a743fa3e55729652ed2a6437a70db2e031378b11adf000a546ba84ea9cf6e5202d3481809428e9937f17b370de0d010e4ae60b5096789305f429c8f36c42097b16b1e4949000d8f845a9b766eb917f890f39d0e88df3847fecc9f3fe8aff8bbfd0bbd9d4e71d0bdaac1b494105b9820b17876ffb20f2f8f1560bb93b9d03870ab2a2ed383c5bde24fcf42ebf94d6d25e5be84f8230000
2017-06-12 21:22:37.150715 UTC - data_reporter - INFO - Sending 1d08084810186d9ec7952129b05e7fa76e08b8b1c532660af2c238345210a40bc3a1b5aa56902e04cfcbef49ae0061cb8fe67c67fb0cd24effd316bf69c057fbc842e6640a351c959fda953e8041745b46a60e950fcfda8eddae836800dee8996dbb582be924034a9e46cf81511c9fc15023c1a604a903c974ec7a5d1a5135672016a4bd43514c3cba93927cd16f8a584257b0bb1156480395315ac36c97d287d4c6f121692b1827e8c8b44b186eedd9ff3bc5c39db5f86536182514703cbdd52f6190c2c58c72095c6dc5ccf48de84d384f504f4c434e600552b6a8d9c6a31493a4e7f42e9dd4a467cd634fd57fb6df1d49900000
2017-06-12 21:22:38.762425 UTC - data_reporter - INFO - Sending 1e010041109db9d1fdf12a999f296ad779f18b25205434debe53f7c6aa90967e45a6a2a24ee041a2989212164b0468e2a0001e3b0dea7f30036a1239f6cb3621feeb5ac982b454a5730578d7a96c0e508d4150ff993a963d7ff6edf03437cb6215b3bc399ab7b8e3cd43c65543db1a2f20611e84caaecc1e17791b5264a9abcf62523ee3fa984dd95bc39c9971351392247186e9adaf12424f922bad4868de688c805785b1e96579ce07213c471385962a656c4ad25510a08441b0648a48338f4a59af97708457205c500834df798379c49ede5fa06633504c0640fd8b9e486d8783f6c2bd06dc40e45d4a9d7d40b251cbc7ae0000
2017-06-12 21:22:41.177697 UTC - data_reporter - INFO - Sending 1e0204402043685ce5f228d34c65144d1a9dad00f28f059353e151e8b06ce97306786aaf2d01a88da637c64df0be33110abe2ecc8aa213e77e4bc7b0abd629a91001bb9c3f3f5a3ddde634f1d9af74a18d049f80273a78bbf27a2f238330695b409bcad43b65ab18d2cca2aaf61cafddcb39710406b648e3ffc0462f9b78a8559e5ff0b155b63302c3ded1895711f721b3a1e1a8237a4328fa14a8e0f1c08928787e6d0bf949b494254e558b1e4afacc079a5ec856dde4193c9b9a92b9ee7f5670fcda67342a1c0d4f83ff86f4f09185065f3481ce97a167506ec249563e6e8a06edf2fa0fc7fa3c3e924bbe45a44efcc7b3cc0000
2017-06-12 21:22:42.890931 UTC - data_reporter - INFO - Sending 1c08410401829aac5f9661fbf0f4549f9e722e7031e95a43d57119f1c55f032675763d759d2a4fef1bc1d5cb4d79c79b80dd150b8d6c24a029002226b71ede335f01603ed504a65581306036765f5b092c8383390319dee89b2ea65bc31bf8f19584b68d47da9f07040e14387e8f15304008f527b9573e911b7fdc27986e8fc2be51c7a1f8fd7fe67960a02bbe80c36438be62971d7b40b6dd37589e2850ab07778ad7d77f4a61c0e89c797184e38303dc0406ca821bea157713d3df2f1603ef8db69434910f5f8b66c5d02f6581c64bf8d9c3209ecc2aee8a1ecb11a82faf958498ef0424214d5076af8c6b000000000000000000
2017-06-12 21:22:44.400630 UTC - data_reporter - INFO - Sending 1900211a85acd033adba542c7b80c2a5c6f5a8cfba6509cba00fa844db41ccdc9af34db8934640c9223ccb450749a8e413ebc296a1fbe98ee4bd2034bbd982533acbee2dacd35af1e9ef71190105cad2b422fd6599a2e9a64cad4d103a50cef9b907d1034ab87a2312b66a893e42801fe646e657ab1f61f29f67f0d98559ae7d145a98082bf87abc8c20292edc005dbc42762847dfddcbbc983446ec07e03da6b1d91f1c06522a0c6543e5d1aff7d4473468682208a99a1cb044df404c0b3139e64dcb1a899bbce897a24bcfe5cfd8a736aa254226010ddf6388490ae0871ae2b6218b1387999d08de0eaeeb000000000000000000
2017-06-12 21:22:45.713610 UTC - data_reporter - INFO - Sending 20020000018131ba50753680202fa83fdce75204b849eeda70346a17bda968cb7803bce372d6682a783314a52596399748b1ae0f25ab25d52a479389613b9044137508e4770700a3e87999567775fdf409b2c17df57850408b55bb3c6f5254756ad3d3e79cf8bace744067931e1d61609c9496ac2377bba16235ce06b90579652696edbd3d688ffd1f1ffe130d2708b0be3e0753a32f6957e72446b678eb5b71f877703f20f845909b9ce12a9dcf61ce33f72c2f604537a9a982b4a37411e0182e3a094965e1ad0755478a1cb3b8682c9a126e11875d76d75dc36bfdc1ba25c3066ee98ce523340c2e9f5372dd000192be779a0000
2017-06-12 21:22:47.125637 UTC - data_reporter - INFO - Sending 1e00040203825919beccd435843b55ff6f0e86a571ded0324baec2b10518ee54c3c1f0e81a028848f93fc4a2bc1abef688c22c07925e478f51c3776e4f2e51e0be93a35731cbc8b7723810b77dc924282e4da71b1d5f55c35b263f0de5b09dc7f5f24bf6b808440501ff438afe289ad673f3e279d6ed76110dcb825c38f1df1df49a3973eed9c827982a131de0214b0c0b0c8c39fead20ccaf9059f8430ebdf57d341954e9b70a13c47c1808d304019473b06803eeb686dbecb3e51417a193b2045496858d498598844d9000746f868afd9e194474c1609d38729a7f10cdcab6a23173ec23fdc2e0c09384cff2cf97f80f0d3a0000
