2017-06-12 21:22:18.429966 UTC - MainThread - INFO - Logger Initialized
2017-06-12 21:22:28.601677 UTC - data_reporter - INFO - Sending 1e2000440180c49aa08ae24b34814d99f018b54f111e248abfd41e0ed86889d5999c3102324770ee3ef1698b1e494d02e8c385d50b03776ffe216a1c8a7447447f013315414d55a9530a26fd871542db3afbae24d5138cc3cf39abc79d67d05a43cbf5db56c75942b8dee0a89dcbd663524b682638a1b6731b4b6f1dbe5ef0563a35040f0f809e12367de498521c5b4f4bc9e898b8c229d57d19980c19a51c2aa4379083aade0d7c13b376014315d6f88286556f696104bde997c64ad33c0bbb43e1bbb6b99a3df9b1029d99e7f6422431be532915ed06dd3a7780256782d133df24e1c799aefd8de5f9d4bc909599998f97e60000
2017-06-12 21:22:30.513148 UTC - data_reporter - INFO - Sending 1b04244007862426ac2b5f4ddb3f55cbe8ef40af053968bea03cdd5362fe57f6f082984238cbb58d2b8d7d33db85da9a519868d7bb2969255c59da322014d6dd85aeff96bab6e00df79f3b485ffc9fd4472eb62e4597aec037d78457cc728420440509cd78d8877e2090cfefc6c4f548cea22e8593e794997f1a49418230ec556209efe73c661a598dbed02842e42fdc624d1e3d038147ba2e6096e29ecaf484544607b7321263eeac3ea4162bc6bb18fa828f98f2a8ecbede4415a266580478e4c19e7ea912d33f6c977110035eedcafd4fdf0ef8c2e5fb4b9162749b70fa6fcf12be15e3a2a6caa36e949f3369285516f1a10000
2017-06-12 21:22:31.924959 UTC - data_reporter - INFO - Sending 1f40400002935d9e1ba7121f835e0c30a439279dffae32ad4dc556cf819d02ff09405e4a8fd2e59499d19fd49d90b6b374a7fa074a3fd42e69aa51c5819bff17801596bb402210daaf5d079b973e1e8a0cb209f4dff365968bd83a04db317ce3758274af55625d3e016ba7908bdc6a611fa0f3fe30ee6829f05a8b2b20718a107b2bf5cda42fd5258ecb9918d51dd51703f535549c0354a7c36d4cde85be5098681b54e9da6fabc6d53c75f03150136b2fafcc18c9728652c0bec5d0d69edf260f649259a76f30bab20493dabc0d76e448cebd79c344bc0a3799746a9e716849d2b1982819a20b572a6eb2a29d916ac1d797eb0000
2017-06-12 21:22:33.838397 UTC - data_reporter - INFO - Sending 1d10204041a8bd72c40050929484604d08d548049a2f0dd99f57c4f92ba58e8f3e3d3f4ffddb0073b5cf4f29459a153fe2c1c9468770a398f9de430f44ab819e4fe2148d548e9709fe76f84c255b635a06b8e81f26482aaf3652d2c402d973c5705d7036b9b17e7b082f5ebc5a34fdf54161e0e1d983f53d855bce498e150282da3012907b33ab2ce8a5c5a652155ea6522b3c0c32ed9b5619b6d336fefdf7282fe63ba4821139498040957be0a0a7dbb67558bbd6c4a286ab9240337aad58266e4a13e89f60ee0c159d9829ba28ff4ebd492cfefc8d5471a34e9e54fbd666ec8e6fe8ae19a4b42996ff9c9ce14f48a3436f400000
2017-06-12 21:22:35.650025 UTC - data_reporter - INFO - Sending 1e011000281d776252a88e9ef606d49ce4a2dd6adfd8c0bbcae68276570461b5b86f0b5958ccc13032089b98199fdda5ed3819bddc1484ecf4488818ed15f15742a59b6bdadbfb0021c99e324190ca755d520646ddc564725e7b1f27094ae4479f7730645e22367d86e5475108b401f748b649241f10a020131be13a4dfcb33bd5f7c7e86332909bfd8fdc6ad3ade8297235da219d0e271ac256169d59178a86562bbf40c302e3aaf9a4bb1817f973ea5aa0a2f04564e2d5d769e4428c543b8ce4a4866263029792dd87daa75e22ad50d9a474092205b74b8b57e0c255ed16b3df06bfa0ccc02f870be038e01f5aedd5da95d70000
2017-06-12 21:22:37.263048 UTC - data_reporter - INFO - Sending 1901284a84d780707a578d8cb640b1921194cf84d2264ecd351bb0f9fb8f896867f6e63bce002b7f3589318e23a302c62926a5f334cc52ca10cd23ee578479495f45503ca2442b794cffa71209a8369d1ed1a7c00eabe58f61946f73dbc17518edc56b4ad1ba19ab44eebb563a37ba08fd540089a86d6c0f683a4c3a36ef1cc7d8828f8147a42ddc67b50ac8e0229b8e020c1e759db7d8097ef172e14bc90722a213020116eafe4557076ac2e8a76a66495ad99fc0011f7f68f62bf4afcb42adbbf1a63f2e9903b58bc12c0638f0d2542de54d29c537effc1baa0a408922a247a3234803ae6ac0cd32443c4f000000000000000000
2017-06-12 21:22:38.673710 UTC - data_reporter - INFO - Sending 1d000700058192373365fadb94bbb581bc0fcc22df7906efcd3ca15abf644d010cc70ab739dd3d44fc241fec9086e27513d4700a94fd00ce1f8bbd429a3d468de98c362af5fd213d3d0e51e2006cd5e482239318964faa79813d4f656089cd32eda01167a39707cc5c965aba6af7c17bc4f8a8628046c5d19a90c0e520e709ca0c2ea2a8d715d6f127a7a469a8b2cf1de5a3436e467f6a68f3b17c8351d5dbaa0af382383cecbc4f3b748ba80337ec9f980bf6024fba01fb2b76bef80b868d73154150b22d5ee7c3231196fb07c221d4026fe83f9819c0bc638cb9ce19073fa2ad55f93808f36d55e41461cd04fa139184e8250000
2017-06-12 21:22:40.687355 UTC - data_reporter - INFO - Sending 1f20400800148160f3199630b6eeea42e1baab65ee53f4597c0bc2ce65c17cca65111f682aa9a51d1a2455e13c9b5a278737d32890423197224389f237b40d5cb701736bf3239ae0db7056f1949f918d1e58a9a1a1181b389b1a9a528efba7b0bd059bffbcb92c6b584a61e7fc85d300090cc5d9a1d527f394dc35ddd474e3d9aa23d27220bd2dfeb1c713b5c40e652fb6c91a004674aee2238cd150c64ef4572723ed7ca432a4cf5d2a79302678b2be46d9bda00ea7a3dc9a524a07286c60b0f7cabe4964f60e559d16afe8ab5bae0b9a460bc12d1fdc16f35b979a2343a0fae870391e83394668309e9509c3c770186da54d0000
2017-06-12 21:22:41.799795 UTC - data_reporter - INFO - Sending 1c00241410788bf0efb234dc5003f8a974f00a07243daed1bb7c7f1f836dd9ecc0824e8c9270854b2b7aeaecadd0efeb59c9fde76bf0005881e33d148cb65bc5a39c70e39ffbe7b71de8c54bae677c10fabe80293b0fd548feb9d8fef54fb4ea3baca8d82e12758217b536a73adc19a62a4580ff10ee2f42c7fbf776db44a08d21de7012e5ede1f55cbdd9f644897befb9be542629876a09810703958fcbfe0086b041c09d95eb6d88a609a9c228ca3be59454d0a1922381fb95068cfadc0a5aea6e54d1e4dbcce4af26e185778ea28bfcbb2280dfe1b573fb5c5dab897d6ba827307205e44f19a6e6fd74b7000000000000000000
2017-06-12 21:22:43.810562 UTC - data_reporter - INFO - Sending 1d00002681a81b3969d1a63b0c349e6691600d060ddbdd43d3cccb7c227e14584595e032bcf838adc1809b9abbffc314b4e5c945f0fa31fff73ef4634f82ba4dd953d3d055babd4036cb10c8872781c27468a980bdb712d965e564002ae1aaf8a905f48e741d55685e0f1f07f3342604841c633e639b2ddfabc7a007a3c36762ab854626266a25418d4902252818cd252a9cb42150cef861f5bf7845222e2c48e68e772949ef1fd2a036471ef92d08dd3fb0d1749d030bdc3332c4c3632140a866651faf1847bd77bc080836746ea2b09997249a55b96476d4492e51f3412d2d8c04764b17129627a251cc2d44a3ae0cef6bfa0000
2017-06-12 21:22:45.623449 UTC - data_reporter - INFO - Sending 1c0a885000ccb526ef5ace44207cff8f8b9e9fc168585546be0579a81290fdb5b24151dfda3fcc21fcfdf2c407d7354c96aa23830d434784ef7f113b33dab8c75d76acdc561f481c3208843edfadefdb6951cbbcaa73513119a54f1133d3c00bd99c78a9cf1e1d98963e92c19036a9a9a69650f4ca2c6612908c7a67dca90b0147004ab674ec882c04e92921f0f5ca948dcb57d56ae62d1ca078e8140e5026a9c2db120896116d49d9bd791746e6955d98a1cc09c9e5cb012b41c284711445795614beddf07386d5e51f584dbb3a4b9bafa6fbbb48f7c3e8a7b352fca5bfbbdcef2e6ef552ae9139ad4c4eec393d0a4d63fb3a0000
2017-06-12 21:22:47.235113 UTC - data_reporter - INFO - Sending 1d14800c0003ee6c25c97188ba20cae78e85c703dc4822186b49b64f9944687c380509b035ed1bf9b2b386afd78cece25e6dfc36c1014abb0cd560e29955db69336b6c28e62bc92ebe4adaa250ef1e5e5bfaea1ed38431041ba79bd8508a051a677ebe5f924e022692c2dfbe1082defda5985fe0b60c784f1f9e9cb247750c896e430ae192cd7943563624ae017897c0770134fb294ef7ef258b25ab8027a199985ea559c01d9f7eeef449b787092adadd37a6afa8ff48588795dffdfcf511eb1e33fbb9b37db8960e10961c2408355ca59be9c0311753aceb62f6274ebf79b7322a27ef23a75191ff429302f4b358da96ef280000
2017-06-12 21:23:25.572323 UTC - data_reporter - INFO - Sending 1b0091202228815cf3fce7ccaf3eb0267da21f8405b2c4634121f9a59788724cb03ecbbca9547929bdcf9b2e216a17824c58960e39d85968313527bed14d180c4817b60f4697f94564bd2eb26d19968800e338ff3f12f4997a62c13d62a8c22868fe03c2e4f50c0e5fef85fbf768ac9ccb8c18e2b3ebaff9ad9e17bf2e0ccc92491372d1bea2cd17d9dfab4eec6d5f43e45e8959bb5ecaac6a650c88d23ad278a8b1f11c8262f1358190465c03861204b47669cb16fc8124e7897565a35f78835dc3e25f1161952e8984cf4965a73243c6811a44d2d508d8c775db7101aabb7de8f2be196b55614ef71c6d21000000000000000000
2017-06-12 21:23:26.980981 UTC - data_reporter - INFO - Sending 1a0002c3a182e607efe9f3db4f8ff980becf8c730c69b64ecca71c689a20b5bf02b38c3f210ce489f7eb131ea0860f808290040c5cc50a3ee0901ed3c456f370eaad0585a0d5382113ba5f6248bba7ed2f16af7c751fda9da61d200c04fc61c4a1d60980f1c901345e7795bf616640d3ed053aa30cf1c109332127fb4611b504482006b82deca5f0c409abba6cccd6bf8b2906438f1450f3a9c705f870e3e2a58ca0dd5594c824e2b248348b5d8666e4976225307fa988aef8e29943244a00bc54cfbd1f94f9e6a857f74310f48bd4ddc6bcbbaf4dc9fc4e8027bc2954a5619692bd09c06a95545b5ad6b1f10e40786abec6bc0000
