2017-06-12 21:22:19.244713 UTC - MainThread - INFO - Logger Initialized
2017-06-12 21:22:27.919044 UTC - data_reporter - INFO - Sending 1c0127400049aa7a3c719f300261983942d52402e195b6fefd9e22a19930b5916a1feb278f1ca67522101910b36b3100204910b37b3100801894ec34f6c6cabff461fc7e20001839440d6e54389bf0536e3d6dc60310fb4b15998ae0ff173f6700e6171862a417a89a6636d016a52a83bed43b8f6a6bd0aa23f43d06a6451a99933b5f28664ea626292f82e515b98fe698f3595ccfc99b3d8da6a3c2994523a1e8043fd4cede5da6a3c236bd061ef5cd1e8fab4d8da6a3c258b980ac290687c8cb40bf524fe626fa1d02e459186d8e88ab291a83785720ada873e30811fb12c241edf4c6b702e1983942d52402e19718ea75e30000
2017-06-12 21:22:28.631721 UTC - data_reporter - INFO - Sending 1d03110010c55a996d35aeb700e6171862a41700e6171862a4174d93f7a91a8a0f87b7f97f25ab7537423c6a8d31ce02e1983942d52402e19718ea75e35da01c539f963c680f6dc5b78c7e20001718ecada95da01c539f963cbbb645acacf11131f82a586ef8ae057cfd50b2c287d81caf06c35e1b02e19718ea75e38daa7a3c9944eca72004436c01c402e19718ea75e356832d999c7a2a6f02a0f07dae018da6a3c2994523a1e8043fd4cede200016311a5a6502e1983942d52402e1983942d5248daa7a3c58c397e17f35bd7119e68da6a3c258b98442c378b4ba3cb159a1b57385432cb388e34d4071193ff1ce512036970000
2017-06-12 21:22:29.243197 UTC - data_reporter - INFO - Sending 1e000680805da01c539f963c02e1983942d5247e9f7059cdc88620001718ebbb185da6a3c236bd0624cbbed9d4f1012c2882901b2cb48daa7a3c9944eca72004436c01c420001839440d6e60105913f20b31d5afef7679da2992603df1758e63d588f367d481f308a82fbd9062fb20001839440d6eaf76d775dc288194925e251016e301456eacd7eba08da6a3c2994523a208043f8d49fd8da6a3c258b98442ad78a9c8bfcf200012bed3b38bc3fbb287fa00f84ad0e57ed1fd06d74db79ddf5c2502e1983942d52432466e963f40ebb7130ebb1fcdd36ea669112f45ebe55c97b3fbd7d959a9653d8d763338af5719a5af6d0000
2017-06-12 21:22:29.950530 UTC - data_reporter - INFO - Sending 1c00c2090202e1983942d1248daa7a3c9944eca72004436c01c414ff2c7c2b05c8eefc2c9ce249025daa7a3c719f3502e19718ea75e3caa97d7352f09c20001718ecada98da6a3c2994523a208043f8d49fdeb41879b3db1a30bce20500894c68da6a3c258b980abcd06570d8d5302e1983942d524e4c59151d3347002e618399ae8c702e195b6fef4de5da6a3c236bd068daa7a3c58c397e13535a18e43bc20001718ecada900e612bda5449645b6ea20d7807a20001839440d6e84ad2908f393bfa6923a1c663a38a5bf2c1d0a620a6ef932d09c1052099d5946ad791db6ee5ee22f18beeabb64dfb3db8a02e617183248000000
2017-06-12 21:22:30.560056 UTC - data_reporter - INFO - Sending 1c0c000c06514a8fc3b696338da6a3c2994523a208043f8d49fd8da6a3c258b980abb5064b7147b202e1983942d52402e19718ea75e302e1983942d52420001630e5ae64cde893e22bb55459a1b57385432c02e19718ea75e3a703f231c7e11dacd0e774b01e518daa7a3c9944eca7200843245bc459a9653d8d763302c1c6613b2e2e2b00a21a6b861320001839440d6e02e19718ea75e36414e706a019cc02e19718ea75e35da6a3c236bd0600e192bd7d797559a1b57385432cec2f7bc1e032f85daa7a3c719f356cc8ffbae979847ad9367b0d863d8da6a3c258b984424f7879f2f2e38da6a3c2994522a208043f8e43330000
2017-06-12 21:22:31.266742 UTC - data_reporter - INFO - Sending 1c09801102cad05a8e3ab6068daa7a3c58c3904892c44cacd393011d7eca85f13502e195b6fefdde02e1983942d524ca51d858c0d07e98ad00facdfe912c7f252566f26d84b903424bc64006fcb24520b9ac02e19718ea75e34fc6633bb1b14300e192bd7d79758da6a3c258b984423b786e285370425c4a4e26adba4292263b02ddb72704bc101d4c26253697aeac67b020001718ebbb1802e1983942d52400e6171862a41700e6171862a417fe5943ffe2a21b00e192bd7d79758da6a3c2994522a228043fcb3f1a8daa7a3c9944eca7200843245bc402e1983942d524427a6aba73454f8da6a3c220282571c39de0ed427f0000
2017-06-12 21:22:31.974739 UTC - data_reporter - INFO - Sending 1e0101208072f15d45115d4300e192bd7d797500e192bd7d797520001718ebbb1802e19718ea75e32c8eae6034f63a5da6a3c236bd068da6a3c258b984422d7867266a8370e5c1764e467c5daa7a3c719f35155bebcf4af4f4028b05199214e802e195b6fefdde8daa7a3c58c3904860c439b2d1e002e1983942d52400e192bc828d7c8da6a3c2994522a228043fcb3f1ac0f54651f6178404e195b6fefdde04619530afae8e47f80d7f05378602e1983942d5245da8a3ce74aed279bc24196bd0908da6a3c258b9844215785bd1998020001718ebbb1837de6d40bf37892800142650166e0c00f7f4739f6402e617183248000000
2017-06-12 21:22:32.582288 UTC - data_reporter - INFO - Sending 1b00006612742595342047d58daa7a3c58c397e0a1356a5eb2889f79357a6fe576208401572a08ee8da6a3c2994522a228043fcb3f1a02e1983942d5240ee18d1d84ed6b02e19718ea75e302e195b6fefddea7668efc5704596a1f0b82bfccf68da8a3ce58af67e549374b8a396c20001839440d6ed862239a5c43788daa7a3c9944eca7200843245bc48da6a3c258b980ab3306084bd1eb00e192bc828d7c200012bcd3af90d4ad1c2ff6dc7359a1b57385432c22ac202f32751602e19718ea75e360fc83784fa046264d7ab34e52e600e192bc828d7c59a9653d8d7633200012bcd3af9022bcbd8a8dafd8000000000000000000
2017-06-12 21:22:33.290165 UTC - data_reporter - INFO - Sending 190019c1118da6a3c2994522a2200440589f525da01c539f963c00e1b530a6ae8e3da957459756b0abe2abc78239a965a859f57f165120001718ebbb1802e1983942d5243fb5e5ffc454638da6a3c258b980ab1d05fc5b7c3202e615b626c03d20001718ecada94604f951301c6c02e1983942d52400e19530aeae8e8da6a3c2994521a240044092047ba2bca41a1daf0c81574bd7cb77458daa7a3c58c39047fcc413ae23be3fc18f51de4be4122f9f7ba02e9b83ee09f7120c5de208a40220f8e18daa7a3c9944eca7200844db8be000e612bba560bb5da6a3c236bd063d44c88e72104002e19596fcfdd2000000000000000000
2017-06-12 21:22:33.898336 UTC - data_reporter - INFO - Sending 1a01101a09857c5fec1ed41f30c97b53de6895468dc02cc4870b20001718ecada98da6a3c258b98441bb782cbdcf5320001839440d6e02e1983942d52459a9653d8d763363dfffa902e72bdcdca87de2f0778daa7a3c58c39047e2c40ace589def9ca119d650b88da6a3c2994521a240044092047ba5b1d63304f00a96a1ee092ee9c100e19530eeae8e00e192bb7d5d5802e195b6fefddeed6c5f7996e553200215b6f8259420005839440d6e5daa7a3c719f358daa7a3c204d7074db1d6004adf42f18193513630d200012bb2c7fb454bd021edb782b8da6a3c258b98441a378200e611139181ab17dcd0f000000000000000000
