2017-06-12 21:22:18.250572 UTC - MainThread - INFO - Logger Initialized
2017-06-12 21:22:27.728004 UTC - data_reporter - INFO - Sending 1c0021430211faecb1c46dcaaaaf873f6bf0cc5a1d19952bbeb9218436505457ff002123c90ee216ce5dee04e691f8ca8a4d38f8cc935698d5a18f11d8f53f008ffcf35fabdada229a71e0cfcec7a37491efae79f0da854ae0429b705ae5fd5644077b315cd015f2af4ad8e4cd12920c5afbe5e28e7c005cd61d97a6a32b3be9df05763b379dd73b8b5b3e071355cf929faf2fdaa6589d4cc82666309ee8ad1572e293d987e1eaea184e87dca93c65baec71764820151a20950f6f8094c2efba8af42ff06f9b20fd8017f4989b513160b081f3d6e977936eda2fa95d47af7bcb09083c5025dea24fad48758fd1a3d1b078d8470000
2017-06-12 21:22:29.337973 UTC - data_reporter - INFO - Sending 1d002c00503d2e6e3925a40155d4664f04d5410ac6b32884eb0806ac63c1eaf227a8ebec267cb21c6c26aaa04098de16ff5c88925f1aa398eeaedccd88c987d41497d7b1b109fb03009d9bdb773fa1698a229af9f4a20b659f696d55713d3453fbd33add2a8f25dd68b906deb342202e3dcc4242f369931743d9caa31c68f18467d27c0ea37cd407b114ec09e2de94099ca49d17b0e734e2281ee7a90bdc3180b85a5f044203e48401fe0b4efc457978f388d470ad574f6a323921d9a7b161a4e9431665e699f916b5073baa390644feb302ccc346b69c9ac12e84a5f058c9a8eee5396b3bfc22015d91552aee9d011325338b0000
2017-06-12 21:22:31.051182 UTC - data_reporter - INFO - Sending 1f00000320767e52109ae9c4b1141fdd0b5660724e9599116032c98b1631454530bf719b320c64b287c9a5d2805e303e3ae0b17c64c79b3708821da1e65549116fc41ebea0ae71339249588dcb5649c9fe64a4208ed14de8976dcb4bbc10fda9bcb8a8a19298b479a82fe341f6fe573fe8761450a352a6e7d7cc5e4e6f0d2abe43afe500ca421537b0d7659ed4edc2f3930cc1cda40115a4e41c0fbff0af9ad5299d47ba4534b3f733ea74293b763fccebbb95b7c09caf03f66a5c208b8f2932b02d29e3663da9fcdb455a6bd0dae05e1a47f06d719b9d5672c58d8604c523803e9c8eea1dfaaebcd4df3b1d2d2b16c5580c980000
2017-06-12 21:22:32.763928 UTC - data_reporter - INFO - Sending 1d100040a843d2c48c60dbfc71baeadfee6ade13cda9ade2ab95a25f174924eb40c6031cd19b84f1429c1897dd16468601509b7111af754a9f39f4e24abf35df0d948709a16ea725a96aaa0709086391372d9671fd15557b29f30ce7578b8d270b0689de2dfcb7c5c8b3816ffaa364f380caeb3bc171f04fffd022eca1f19ed5bb6d075d6748c5042815b7008ac40a4d6568af16fad06f2571e0b4e63a138949a5f5c76e746260161c96159adc16f255208e0a4fddc5744097d4ecc1122a2e2f88f5d8ec26c52ffd4b40e3bcb2a994e3d219b7f60b34e93efca17257c514922335d6f99c588664a95967a66cf0fd0584ccd5fc0000
2017-06-12 21:22:34.476595 UTC - data_reporter - INFO - Sending 180058d8a2502d5aa75d75ef873152d5d3476768dd2ad7ef4beb9bc036270a8b58df516d9a771df4575b6ff9a0d614a905d698503d9f21a2d748aa60bdc750b962d6aa91a25e8ead57e039d236dfa55870213fd5603d92cea8b2acdd64082cb720e51a6fe95103a40430ad10bbaf1c71b3024fa2f9ab2c349beb8df99cfd83bf56eb1569fcd92e245602a82ef400ebc97ec7207d269f3d6e817a8a33895841eb0f9c86bd1d1c16f99f80fcc28578c68e88e4e805ef7e3019d62f5c8085e69fc0422b43195744ac81d2a052185b8b3916344da867c49a8e540c942c70c298a418371829b7511d5f3440b4f9c1c565f39488a9910000
2017-06-12 21:22:35.685709 UTC - data_reporter - INFO - Sending 1a0081540ba3275585f35406b38c8aa6774134a5645c52dfcc73eb996ee2fed00f2f68c7aa5ea4caaf9368d541e8299cce65287bb36db3774a1db407984922f927082199c32ec033e91c4e954d5bca2ef727b99d8bf672ce181ce94367c39241a054a8a158fbb3dbb7ca6d6a9ce930e2ca5f3039c2a1e945f816b813fab9342b646194950dbc50c81222a757fb0f3b8c7a917a759f1d40c65057b64b8995f58311cdbd5a4ebc7b932ccf1d1c60cd0c50ae0fb394be8ca0bc529aa6763cc0b6b14078eb5dfc8fa242ec23a1821b100ab0748e1c5a45ee88813fe0f3d03b6f4f2233958665a4d300b08f0a5428c063c576e27e730000
2017-06-12 21:22:36.796175 UTC - data_reporter - INFO - Sending 1d0000ce00b2e8cc2393d79756e6cf5cd9af6d508e84d7bbc9347115aee33c15a34a5f7308e440bb31bab4e332b9b968271925eb628563fe187c09b8720539560e56be1f8776daffa4b244e370f4c234fb25a4c2abfe42543a9af62054a84c3eac205e293ba4982f297f24b85dc9b5b3ddcb08109ec251b149ee66938756400d40bcc47d02e1a36e1859adc6311738d2eea49e2c6c1b6d1a178bb5704d0a37e2e5e20d99d3652bce6140cf729a22bda66b8dae4e7d66659df98e30b4d58aa3114cd9ecd2ddc401333126aea26715068dde9d275dcd53331a28eb97512c8adf0944bf1ed4880190b8ffc4c270cb179ca6afc9c30000
2017-06-12 21:22:38.003081 UTC - data_reporter - INFO - Sending 1b0023200baa976bd1320bbd3037375c6850b8a4972246940561a7d20290297ec4dd7166190eadef82cc085fd55aca81d0f5c2ec27bb237dfedc763674336ca18f92996c2fcb75de301e38b7d36c8eccaaf719f189f6896ed67e36fbddca8a16671a153dbb5a901f1b0374ec71dd518a6852614098a5d3c451113af121684470d1d4bf10eb3a15cdeac49fef12accf004aa24eb44ec6ed63882bfdad5c3478a4a8acd7822dfc92707cd5e95aaf4f4a670b8fa5b5bc3aebf82d24a21cbdaf270f6466a04dd436f38958a8c2f56f20275b30d0b1415094d96a4024081b401810e72cd4792a9d380f36d796f2d6e306f3b56a630a0000
2017-06-12 21:22:39.514475 UTC - data_reporter - INFO - Sending 1a001521c1803c5376b17a4098ee607f04619209628b70c2d24e9aa15a9ca7a274397b8eba939e89d9d593292f326a9b8267842a5839a7df5eee2990e5b6282f21ae421181f208642dae85ce199b9ea76527a07968a22c0c3f9521d160cb44c023842e2168b7adb8499991007b28435037e849be886fce4eeddea869ad0bba36809ec3c310305529b7533aee3352b303a8998e08d955fad3851eb56db6252131656331bdb2f951565fd1a6b0bfa2654fe940119e45e7e796d25aa1d0d3252e329f2fa9217aebbf4d614c8591ee25db0cd8fcf141722c6a38536f9879c22fc4751ff3db958066fa441923b6bffe406520cb00ae0000
2017-06-12 21:22:41.027132 UTC - data_reporter - INFO - Sending 1a02984025abaabba031b98784d4d768ee8392c396285da37a5087b3ef5334514a9dafcc401625a0ced0319691f6223f118f368e6abb80dc97f785dadca532ac082078dd61805845aefb3463a63510fb005997c16f4cef3b9962e4c1b11a6b312c4ac2d7f76a6d6a5737727ae711c403fc42f5c6bd32c9214edf65c0a02a9a794fed51d8bf5e14681dbbde243c860a72186883ea1c55c30f9a22286202255ac7ed3ad617904da28a468d1193497f823b9981e227866643936a088f481910da1901c37e3a1ebd22eb3c79982d764b4e8583a470c8d87b94d1754e927dbc1ef8abf5b85f0233a4f2440bbc3693cb092f05dfefe10000
